make,model,seating_capacity,transmission_type,fuel_tank_capacity,body,rating,starting_price,ending_price,max_torque_nm,max_torque_rpm,max_power_bhp,max_power_rp
FIAT,500,5,manual,78,Hatchback,3.7,6498,9739,189,3817,346,4351
BMW,X5,7,automatic,78,SUV,4.9,24056,34178,383,2429,332,6979
Chrysler,200,5,automatic,42,Sedan,5.0,6226,8030,245,2684,297,5348
Ford,Focus,5,automatic,53,Hatchback,3.9,7500,9903,160,3621,303,6975
Ford,Fiesta,5,manual,47,Hatchback,3.9,7683,9621,407,1291,284,4758
Ford,Edge,7,automatic,58,SUV,4.3,16118,23278,236,2176,350,5663
Ford,Edge,7,automatic,59,SUV,3.9,16803,21710,246,3346,275,6787
Ford,Escape,7,automatic,71,SUV,4.9,8307,12658,157,2302,296,5742
Dodge,Journey,7,automatic,40,SUV,4.0,11782,15742,279,2146,302,5438
Ford,Edge,7,automatic,67,SUV,4.6,9266,12802,432,2383,258,4327
Ford,Focus,5,automatic,64,Sedan,4.6,8460,11530,431,1372,132,4874
BMW,Z4,5,automatic,55,Convertible,4.4,26090,30413,371,2172,318,4481
Dodge,Charger,5,automatic,48,Sedan,5.0,28264,40362,461,2600,137,6049
Ford,Flex,5,automatic,42,Wagon,3.7,16248,22539,193,2944,253,4646
Ford,Flex,5,automatic,61,Wagon,4.9,20503,30480,227,3079,216,6465
BMW,X5,7,automatic,63,SUV,4.2,29876,39409,456,3460,327,5021
ford,e350,5,automatic,44,nan,3.9,8661,12404,391,3000,237,4396
Chevrolet,Cruze,5,manual,42,Sedan,3.6,7027,9471,358,1526,168,4318
BMW,X5,7,automatic,46,SUV,3.7,38261,53116,173,3647,131,5065
Chevrolet,Camaro,5,automatic,70,Convertible,4.9,14212,17517,429,3773,195,6765
Chevrolet,Equinox,7,automatic,77,SUV,4.2,10394,14335,381,1854,321,6460
Chrysler,300,5,automatic,44,Sedan,4.8,18579,24149,350,2974,371,4948
Ford,F-150,5,Automatic,48,SuperCrew,4.0,16538,24915,491,2080,372,6732
Ford,Explorer,7,automatic,56,SUV,3.8,16494,21209,155,3406,379,5542
Ford,Escape,7,automatic,48,SUV,3.6,12750,16471,307,1736,132,6111
BMW,X5,7,Manual,73,SUV,4.4,26271,35595,395,1615,99,6756
FIAT,500,5,manual,45,Convertible,3.9,8219,11538,174,1744,282,5412
BMW,X3,7,automatic,53,SUV,4.4,22857,32202,139,1874,338,6149
Chevrolet,Malibu,5,automatic,67,Sedan,4.7,9384,11980,339,2238,143,6019
Buick,Enclave,7,automatic,68,SUV,4.3,17796,25909,139,3706,151,5363
Chevrolet,Captiva Sport,7,automatic,51,SUV,4.3,10151,14445,321,3584,279,6695
Chevrolet,Impala,5,automatic,56,Sedan,3.6,8186,10376,171,2111,114,5158
Chevrolet,Silverado 2500HD,5,automatic,49,Crew Cab,4.4,18991,24906,245,2283,230,4471
Cadillac,Escalade,7,automatic,80,SUV,4.4,30519,40464,126,3397,237,6470
Ford,Escape,7,automatic,52,SUV,3.6,12996,16824,153,2890,326,5004
Dodge,Grand Caravan,5,automatic,50,Minivan,5.0,7201,10485,277,3191,338,5693
Chevrolet,Cruze,5,automatic,66,Sedan,3.6,9615,13936,286,2387,99,5308
Dodge,Grand Caravan,5,automatic,80,Minivan,4.6,10911,14003,126,1271,98,6394
Ford,Edge,7,automatic,69,SUV,4.5,20628,24953,486,1353,327,6398
Chrysler,200,5,automatic,66,Sedan,4.0,1060,1493,387,2432,367,4357
Ford,Edge,7,automatic,71,SUV,4.0,13455,18018,203,1744,264,5202
BMW,X6,7,automatic,68,SUV,3.8,33674,39491,282,2082,100,4552
Ford,Focus,5,automatic,49,Hatchback,4.2,7826,9645,494,3882,164,5670
Chevrolet,Cruze,5,automatic,61,Sedan,4.5,4551,6461,126,3989,201,4276
Ford,Edge,7,automatic,61,SUV,4.6,13230,19333,457,3049,330,5701
Chevrolet,Malibu,5,automatic,40,Sedan,4.4,8694,11712,198,3138,295,6581
Ford,Fiesta,5,automatic,72,Sedan,3.6,2983,3768,365,1213,354,6149
Cadillac,CTS Coupe,5,automatic,68,CTS Coupe,4.6,25988,34954,283,2495,385,6470
Ford,Focus,5,automatic,63,Sedan,4.2,10743,14925,334,2644,325,6723
Chevrolet,Silverado 1500,5,Manual,49,Extended Cab,3.6,19507,28972,225,2839,283,5193
Chevrolet,Cruze,5,automatic,61,Sedan,4.4,6733,9537,455,3376,384,5462
Dodge,Avenger,5,automatic,45,Sedan,4.2,6936,9782,224,2108,98,4221
Ford,F-150,5,automatic,72,SuperCrew,4.6,24620,36342,406,2654,306,5128
BMW,X5,7,automatic,40,SUV,3.7,34063,48540,265,2929,95,5471
Ford,Edge,7,automatic,65,SUV,3.6,18164,23665,401,3369,382,5119
Dodge,Grand Caravan,5,automatic,66,Minivan,4.3,10023,13784,424,1468,342,4144
Ford,Edge,7,automatic,48,SUV,4.0,16824,20740,274,1466,306,5612
Chrysler,Town and Country,5,automatic,59,Minivan,4.2,3558,5135,408,2584,123,4501
Chevrolet,Impala,5,automatic,65,Sedan,4.0,6124,8133,314,3386,187,5922
Chevrolet,Cruze,5,automatic,48,Sedan,3.6,7901,10358,434,2547,98,5145
Ford,Focus,5,automatic,74,Hatchback,4.3,10472,11896,170,3662,241,5618
Dodge,Grand Caravan,5,automatic,65,Minivan,3.6,8361,11393,428,1351,128,5145
Cadillac,Escalade,7,automatic,68,SUV,3.6,30918,43000,481,1666,332,5494
Ford,E-Series Van,5,automatic,71,E-Series Van,4.7,10368,12988,154,3448,149,5099
Chevrolet,Volt,5,automatic,74,Hatchback,4.1,13236,16975,277,2489,258,4278
Chevrolet,Cruze,5,automatic,63,Sedan,4.2,8790,10600,257,1310,385,4973
Ford,Fusion,5,automatic,41,Sedan,4.4,13064,18238,483,3364,328,6861
Ford,Focus,5,automatic,54,Sedan,4.9,8873,11230,396,2458,262,6845
Ford,Focus,5,automatic,68,Hatchback,3.8,3709,4587,318,2366,233,6582
Ford,Focus,5,automatic,64,Hatchback,4.1,10426,13306,123,2554,378,6712
Chevrolet,Cruze,5,automatic,79,Sedan,4.5,9256,12418,266,1959,249,5201
Chevrolet,Silverado 1500,5,automatic,69,Extended Cab,3.8,16379,26179,134,3905,223,4486
BMW,X3,7,automatic,43,SUV,3.7,20454,28540,126,3009,281,5669
Chevrolet,Malibu,5,automatic,60,Sedan,4.3,7798,10072,121,2522,123,5745
Ford,E-Series Wagon,5,automatic,43,Van,4.4,13151,18568,469,3337,282,6001
BMW,X5,7,automatic,57,SUV,4.7,31483,38330,165,2080,202,4749
Ford,Escape,7,automatic,65,SUV,4.7,12523,15960,126,1506,255,4081
Chevrolet,Express Cargo,5,automatic,49,Van,3.7,6426,9828,316,2800,289,5065
Chevrolet,Impala,5,automatic,66,Sedan,4.4,6926,10833,337,3989,270,4255
Chevrolet,Cruze,5,manual,48,Sedan,4.5,7194,10380,173,1845,361,5511
ford,e150,5,automatic,56,nan,3.9,7745,10608,181,2067,253,4923
Ford,Focus,5,automatic,74,Sedan,3.9,9816,11926,142,1999,150,5522
Buick,Enclave,7,automatic,59,SUV,3.9,22540,27570,275,3544,176,6723
BMW,X5,7,automatic,60,SUV,3.8,35090,47244,238,3341,339,4124
Chevrolet,Cruze,5,automatic,63,Sedan,5.0,8049,9911,234,3246,354,5479
Ford,Fusion,5,automatic,56,Sedan,3.9,7844,10065,325,2942,201,4281
Dodge,Avenger,5,automatic,47,Sedan,4.2,6460,7423,437,2150,318,5141
Chevrolet,Impala,5,automatic,57,Sedan,4.1,8077,11847,223,1464,165,4189
Chevrolet,Impala,5,automatic,46,Sedan,4.0,7376,9792,435,2878,189,6982
Chrysler,200,5,automatic,63,Sedan,4.8,6688,10097,333,3314,353,5119
BMW,X5 M,7,automatic,66,SUV,4.6,45900,57638,195,2756,361,6616
Ford,F-150,5,automatic,41,SuperCrew,4.4,26043,31866,238,2404,269,6445
Ford,Escape,7,Automatic,63,SUV,3.8,11069,15679,363,1775,264,4203
Ford,F-150,5,automatic,51,SuperCrew,4.5,15867,23638,310,2788,157,4581
Chevrolet,Malibu,5,automatic,40,Sedan,4.2,7849,11176,480,1450,248,5701
Chevrolet,Captiva Sport,7,automatic,53,SUV,4.3,8675,11859,430,2047,255,5451
Ford,Fusion,5,automatic,44,Sedan,4.5,15184,20414,474,1423,259,4499
Chevrolet,Silverado 1500,5,automatic,44,Crew Cab,3.8,17837,22661,194,3009,352,5889
Ford,Edge,7,automatic,47,SUV,3.7,17612,24485,156,3215,172,4774
Dodge,Charger,5,automatic,52,Sedan,4.0,18709,25548,126,1641,145,5832
Chevrolet,Malibu,5,Automatic,57,Sedan,4.4,7735,11391,277,2794,117,4669
Ford,E-Series Van,5,Automatic,44,E-Series Van,4.6,17021,21036,238,2137,176,5653
Chevrolet,Cruze,5,manual,70,Sedan,4.3,9008,11261,500,2887,294,4353
Ford,Escape,7,automatic,71,SUV,4.4,8252,12746,238,3862,93,6735
Ford,Focus,5,automatic,71,Hatchback,4.8,6874,8273,166,3954,316,4938
BMW,X5,7,automatic,52,SUV,4.8,31425,41476,285,2086,257,5203
Ford,Edge,7,automatic,78,SUV,4.9,18459,25490,443,3472,350,5720
Chevrolet,Cruze,5,automatic,46,Sedan,4.4,8381,12942,429,3879,159,5744
Ford,Focus,5,automatic,50,Sedan,3.8,7959,9856,302,3208,209,5501
Dodge,Journey,7,automatic,47,SUV,4.9,9030,12230,354,2405,163,6902
Ford,Escape,7,automatic,65,SUV,3.6,15558,19796,334,1513,115,5400
Chevrolet,Captiva Sport,7,automatic,55,SUV,4.4,8281,12994,239,2315,191,5560
BMW,X5,7,automatic,47,SUV,4.3,34190,45220,132,1526,339,6493
Ford,F-150,5,automatic,40,SuperCab,4.8,21709,27186,346,3452,395,4129
Chevrolet,Malibu,5,automatic,63,Sedan,4.5,10146,15582,342,3286,286,4077
Ford,Escape,7,automatic,54,SUV,3.6,7690,11692,495,2190,292,6794
Ford,Expedition,7,automatic,52,SUV,3.6,23504,33871,452,3819,203,6187
Ford,Explorer,7,automatic,79,SUV,3.8,19770,30809,399,2703,144,5102
Chevrolet,Volt,5,automatic,46,Hatchback,4.4,15530,19565,449,3191,133,6041
Chevrolet,Malibu,5,automatic,63,Sedan,4.2,6160,8752,180,3723,376,5945
Chevrolet,Malibu,5,automatic,74,Sedan,4.0,7831,12146,264,2171,367,5284
BMW,X5,7,automatic,58,SUV,4.3,27573,38436,274,1601,356,4048
Ford,Edge,7,automatic,62,SUV,3.6,20947,29347,279,2530,267,5291
Ford,Focus,5,automatic,74,Sedan,3.8,5582,6458,139,1912,388,5884
Chrysler,200,5,Automatic,64,Sedan,4.7,7003,9405,299,3763,308,4286
Ford,Edge,7,automatic,47,SUV,3.8,16107,25282,381,2356,258,6972
Ford,Focus,5,manual,69,Sedan,4.8,6825,10257,314,2316,125,5636
Chevrolet,Colorado,5,automatic,68,Extended Cab,4.4,7803,9815,228,1918,294,4367
Chevrolet,Express,5,automatic,68,Van,3.9,17692,21186,454,1831,194,4385
Ford,Focus,5,automatic,63,Sedan,4.6,7935,11962,345,1585,204,6332
Chevrolet,Cruze,5,automatic,58,Sedan,3.6,7323,9746,375,3931,321,5732
BMW,X5,7,automatic,57,SUV,4.4,35430,42201,285,1813,386,5639
Chevrolet,Equinox,7,automatic,55,SUV,4.9,12793,17767,143,1284,319,4022
Chevrolet,Impala,5,automatic,78,Sedan,4.5,7281,9598,152,2331,345,5968
Ford,F-150,5,Manual,52,Regular Cab,3.8,11093,14964,390,2840,184,4158
Chevrolet,Cruze,5,automatic,79,Sedan,4.8,9441,12488,400,1510,398,4419
Ford,Explorer,7,automatic,45,SUV,4.0,21628,31175,385,1975,380,4069
Ford,Edge,7,automatic,76,SUV,4.9,19380,25179,354,2070,298,6428
Dodge,Grand Caravan,5,Manual,67,Minivan,4.1,10641,14293,122,1502,204,5350
Ford,Fusion,5,automatic,60,Sedan,4.8,13462,15929,160,2107,100,5852
BMW,X5,7,automatic,42,SUV,4.4,27772,34034,164,3143,197,4506
Ferrari,California,5,automatic,44,Convertible,3.9,138407,181181,482,3245,336,5436
Ford,Focus,5,automatic,72,Hatchback,4.0,10432,12010,333,1445,264,4080
Chevrolet,Cruze,5,automatic,75,Sedan,4.2,9559,13015,181,3445,155,6529
Ford,Edge,7,automatic,64,SUV,3.6,13327,19432,240,3332,118,4005
Chevrolet,Malibu,5,automatic,59,Sedan,4.5,8938,12419,429,2257,285,4290
Ford,Escape,7,automatic,61,SUV,3.6,10027,12871,467,1841,207,6175
Cadillac,Escalade ESV,7,automatic,79,SUV,5.0,42930,49142,284,2368,149,5725
BMW,X5,7,automatic,49,SUV,4.9,32462,42345,472,1213,323,6820
BMW,X5,7,automatic,47,SUV,4.3,35127,52627,400,1414,332,6604
Ford,Fiesta,5,automatic,62,Sedan,3.7,8642,12837,240,1865,149,6327
Chevrolet,Malibu,5,automatic,58,Sedan,3.7,7167,9771,260,1690,204,6713
Cadillac,Escalade,7,automatic,52,SUV,4.7,32569,46247,329,3789,318,5041
Ford,Edge,7,automatic,52,SUV,4.7,15746,20090,377,1307,289,4908
Cadillac,Escalade,7,automatic,40,SUV,4.7,37627,50498,189,2850,273,6321
Ford,Fiesta,5,automatic,45,Hatchback,3.7,7372,9372,472,2361,298,5858
Chevrolet,Malibu,5,automatic,42,Sedan,3.8,8989,12306,448,3921,230,4981
Chrysler,Town and Country,5,automatic,56,Minivan,3.8,7259,10105,256,2714,383,6471
Chevrolet,Silverado 1500,5,automatic,65,Extended Cab,4.9,16890,21931,186,1988,397,6324
BMW,X5,7,automatic,70,SUV,4.9,33706,45666,326,2376,364,4280
Chevrolet,Sonic,5,automatic,74,Sedan,4.7,4884,6226,206,1699,399,5953
Cadillac,SRX,7,automatic,52,SUV,4.7,14796,21440,411,2705,114,5224
Ford,Explorer,7,automatic,55,SUV,3.9,15303,20709,454,1860,323,6453
Chevrolet,Impala,5,automatic,59,Sedan,3.6,7870,9984,306,3069,331,4589
Chevrolet,Impala,5,automatic,77,Sedan,4.9,6967,9048,315,3281,381,6898
Honda,Accord,5,automatic,40,Sedan,4.1,11725,15980,232,2795,377,6995
Honda,CR-V,7,automatic,59,SUV,4.9,14958,20503,466,2517,168,5627
Hyundai,Santa Fe,7,automatic,56,SUV,3.8,12855,16995,274,3499,171,5764
Hyundai,Sonata,5,automatic,51,Sedan,4.8,11337,17373,294,3192,121,6507
Honda,Accord,5,automatic,73,Sedan,4.7,10093,15498,374,1286,178,4420
Hyundai,Elantra,5,automatic,70,Sedan,4.6,11642,16504,450,1805,159,4550
Ford,Fusion,5,automatic,41,Sedan,4.2,10087,13775,249,2262,202,4943
Infiniti,G Sedan,5,automatic,65,G Sedan,4.7,17082,24560,150,2004,231,5610
Ford,Mustang,5,automatic,62,Coupe,4.8,10422,12968,336,2834,233,4725
Hyundai,Elantra,5,automatic,42,Sedan,3.7,11371,14462,165,1844,323,4432
Honda,Accord,5,automatic,66,Sedan,4.2,9840,15324,259,3416,351,4025
Hyundai,Sonata,5,automatic,66,Sedan,3.6,9260,11127,337,1605,326,4071
Honda,Accord,5,automatic,66,Sedan,4.7,14087,17890,382,3935,337,6582
Ford,Mustang,5,automatic,57,Convertible,4.1,9109,12414,346,2084,146,4126
Ford,Fusion,5,automatic,58,Sedan,3.6,7907,10462,211,3000,339,6659
Infiniti,G Sedan,5,automatic,66,G Sedan,4.4,16390,20811,133,3625,394,5742
Honda,Civic,5,automatic,60,Sedan,4.6,7761,9848,249,2609,169,6690
Hyundai,Sonata,5,automatic,47,Sedan,4.0,12058,14834,161,2846,285,4438
Hyundai,Genesis,5,automatic,53,Sedan,4.6,14056,18262,220,3765,176,4877
Honda,Fit,5,manual,46,Hatchback,4.0,6366,7431,391,2914,126,4886
Hyundai,Sonata,5,automatic,58,Sedan,3.7,10972,13997,466,2656,101,4425
Honda,Accord,5,automatic,62,Sedan,3.6,10302,15816,292,2376,302,4236
Honda,Pilot,7,automatic,74,SUV,4.7,12551,14916,340,3945,131,5993
Hyundai,Sonata,5,automatic,68,Sedan,4.2,13382,17999,304,1611,200,4224
Honda,Odyssey,5,automatic,52,Minivan,4.8,15978,22603,284,2435,171,4388
Honda,Civic,5,automatic,54,Sedan,4.4,8595,11217,166,3308,228,6929
Ford,Fusion,5,automatic,57,Sedan,4.5,9562,11323,383,2619,173,5010
Honda,Civic,5,automatic,76,Sedan,3.9,11902,13920,410,3692,187,6101
Honda,Civic,5,automatic,71,Sedan,4.3,3505,5111,423,3241,356,4473
Ford,Mustang,5,Manual,79,Convertible,4.0,10552,15134,224,3649,325,6677
Honda,Civic,5,automatic,61,Sedan,4.3,9927,13979,422,3509,175,6800
Honda,Civic,5,automatic,62,Sedan,4.2,10513,12979,462,1828,287,5601
Ford,Fusion,5,automatic,67,Sedan,4.2,7980,11092,141,3364,150,5106
Hyundai,Elantra,5,automatic,44,Sedan,4.1,7909,12052,122,2850,271,5087
Ford,Fusion,5,automatic,66,Sedan,3.8,10378,13993,215,1258,273,6054
Honda,Accord,5,automatic,75,Coupe,3.8,12627,15714,321,2336,122,5988
Hyundai,Tucson,7,automatic,80,SUV,4.5,11291,15257,259,1657,335,6209
Hyundai,Sonata Hybrid,5,automatic,52,Sedan,4.2,15333,17814,171,3215,373,4134
Hyundai,Genesis,5,automatic,69,Sedan,3.6,16211,21972,468,2285,155,4489
Honda,Accord,5,automatic,55,Sedan,4.2,11909,16815,237,3576,380,6897
Hyundai,Sonata,5,automatic,46,Sedan,3.5,11351,14708,264,1462,395,5356
Honda,CR-V,7,automatic,54,SUV,3.6,15165,19858,347,1876,199,5845
Ford,Fusion,5,automatic,42,Sedan,3.9,8381,11217,385,3264,253,5470
Hyundai,Sonata,5,automatic,72,Sedan,4.5,14633,17976,125,1410,159,4247
Hyundai,Elantra,5,automatic,51,Sedan,4.5,9921,11628,436,2071,386,4494
Hyundai,Elantra,5,automatic,50,Sedan,4.8,7485,9094,176,3626,150,5433
Hyundai,Accent,5,automatic,78,Hatchback,3.7,7254,10435,283,3540,207,6738
Honda,Accord,5,automatic,65,Sedan,3.5,10500,16143,473,2625,271,4288
Honda,Accord,5,automatic,55,Sedan,4.8,11853,15925,378,3687,264,4330
Honda,Pilot,7,automatic,48,SUV,4.0,19006,26039,275,3985,235,4699
Honda,Accord,5,automatic,67,Coupe,3.6,16133,22113,329,3672,159,6130
Honda,Accord,5,automatic,49,Sedan,4.6,12133,16263,435,3751,184,4539
Honda,Odyssey,5,automatic,50,Minivan,4.0,18208,24624,240,3466,351,5091
Hyundai,Sonata,5,automatic,57,Sedan,4.3,9674,12192,145,2443,104,6814
Honda,Accord,5,automatic,76,Sedan,4.4,10436,15033,317,3522,275,4865
Ford,Mustang,5,automatic,41,Convertible,5.0,10541,12688,342,3265,207,6124
Infiniti,G Sedan,5,automatic,44,G Sedan,3.5,17468,23427,121,3443,150,5240
Honda,Civic,5,automatic,68,Coupe,3.5,10367,12251,149,3743,117,4458
Honda,Accord,5,automatic,43,Sedan,4.5,12309,16272,372,3534,279,4010
Honda,Pilot,7,automatic,47,SUV,3.8,24422,33197,206,2817,96,4091
Ford,Mustang,5,manual,64,Coupe,4.4,16610,24490,415,1709,307,5601
Honda,Civic,5,automatic,68,Sedan,4.6,8081,10122,438,2283,270,6653
Infiniti,G Sedan,5,automatic,66,G Sedan,4.4,15863,23642,445,3308,158,5879
Honda,CR-V,7,automatic,68,SUV,4.3,17031,24644,304,1463,199,4306
Hyundai,Sonata,5,automatic,44,Sedan,4.3,6654,9595,358,3102,103,4575
Hyundai,Sonata,5,automatic,45,Sedan,4.6,15391,20231,326,2395,238,6551
Hyundai,Accent,5,automatic,77,Hatchback,4.2,7081,9170,423,3635,138,4808
Honda,Accord,5,automatic,50,Sedan,3.8,10531,16166,488,1368,160,6127
Hyundai,Tucson,7,automatic,80,SUV,4.7,11407,16558,461,1549,268,4933
Honda,Accord,5,automatic,64,Sedan,5.0,11821,14369,235,2392,376,5539
Ford,Mustang,5,automatic,75,Convertible,4.6,8379,9942,491,1820,123,5198
Infiniti,G Sedan,5,automatic,42,G Sedan,4.2,16983,21341,245,1978,208,4682
Honda,Pilot,7,automatic,53,SUV,5.0,14434,21422,202,2335,302,4412
Ford,Fusion,5,automatic,62,Sedan,3.7,5532,7168,497,2178,138,4073
Hyundai,Elantra,5,automatic,75,Sedan,4.5,9467,14298,360,1753,390,5661
Honda,Civic,5,automatic,70,Coupe,4.2,6487,8353,370,3731,248,6206
Honda,Civic,5,automatic,80,Sedan,3.6,10097,15682,452,3477,134,5986
Hyundai,Elantra,5,automatic,56,Sedan,4.0,9555,12980,416,3234,236,6378
Hyundai,Tucson,7,automatic,66,SUV,3.7,8229,11152,461,1447,233,6446
Infiniti,G Sedan,5,automatic,49,G Sedan,4.6,16432,21610,172,3287,250,4204
Infiniti,G Sedan,5,automatic,65,G Sedan,5.0,16352,26013,308,3306,232,4994
Infiniti,G Sedan,5,automatic,50,G Sedan,4.2,21043,27975,305,3284,171,5102
Honda,Accord,5,automatic,56,Sedan,3.6,11469,15094,321,1539,400,5527
Honda,Civic,5,automatic,51,Sedan,4.9,10328,13001,127,1544,390,6310
Hyundai,Elantra,5,automatic,48,Sedan,4.7,9630,12250,380,1970,180,6315
Honda,Accord,5,automatic,49,Sedan,3.7,12847,16237,192,1272,169,4712
Hyundai,Sonata,5,automatic,51,Sedan,4.2,11994,17161,472,1211,330,5006
Honda,Crosstour,5,automatic,78,Hatchback,3.9,18997,22222,213,1267,306,5676
Hyundai,Genesis,5,automatic,50,Sedan,3.7,16360,19908,204,1562,123,5119
Ford,Fusion,5,automatic,80,Sedan,4.4,6000,7370,398,3738,277,5750
Honda,Accord,5,automatic,74,Sedan,4.5,10624,16968,178,1743,377,6940
Honda,Civic,5,automatic,55,Sedan,4.0,9910,13977,307,3575,259,4402
Hyundai,Genesis,5,automatic,57,Sedan,4.2,12653,17004,207,3376,397,4471
Ford,Transit Connect,5,automatic,54,Minivan,5.0,10574,14837,481,2791,353,6701
Infiniti,G Sedan,5,automatic,51,G Sedan,4.3,14702,22698,450,1448,322,6129
Hyundai,Genesis,5,automatic,75,Sedan,4.2,15033,19576,489,1539,341,6404
GMC,Terrain,7,automatic,59,SUV,3.7,12723,16691,409,3553,312,5987
Ford,Fusion,5,automatic,55,Sedan,4.2,13176,16306,174,1962,124,6463
Hyundai,Santa Fe,7,automatic,68,SUV,3.7,10596,16083,397,1427,156,6499
Honda,CR-V,7,automatic,74,SUV,4.9,15551,19567,283,1526,384,5975
Honda,Civic,5,automatic,56,Sedan,3.5,10826,15323,466,3352,275,6430
Honda,Civic,5,automatic,78,Sedan,4.0,10511,12903,307,3945,116,5730
Hyundai,Accent,5,automatic,45,Hatchback,4.6,8177,12219,165,1567,316,6240
Infiniti,G Sedan,5,automatic,72,G Sedan,4.5,16505,22175,418,1783,224,4800
Honda,Accord,5,automatic,49,Sedan,4.8,11081,17544,356,1957,107,5877
Ford,Fusion,5,automatic,41,Sedan,3.9,5292,7991,317,2016,187,6547
Ford,Fusion,5,automatic,72,Sedan,4.9,9423,12896,236,3269,172,5800
Honda,Accord,5,automatic,43,Sedan,4.7,13440,19030,167,1324,308,4470
Honda,Odyssey,5,automatic,45,Minivan,4.0,18302,25788,433,3272,393,4939
Hyundai,Elantra,5,automatic,62,Sedan,4.2,10289,13170,268,1773,240,5664
Ford,Mustang,5,automatic,48,Convertible,4.5,9688,12794,391,2901,96,6729
Hyundai,Azera,5,automatic,41,Sedan,4.4,14600,20580,329,3078,383,6563
Ford,Fusion,5,automatic,60,Sedan,3.7,8251,12510,426,2891,348,5062
Hyundai,Elantra,5,automatic,56,Sedan,4.6,10346,12934,236,2477,296,5178
Ford,Fusion,5,automatic,75,Sedan,4.0,9796,11644,263,3285,129,4151
Honda,Accord,5,automatic,54,Coupe,4.7,10975,12760,223,2559,147,4512
Ford,Fusion,5,automatic,54,Sedan,4.7,7783,10745,263,1369,347,5935
Honda,Accord,5,automatic,47,Sedan,3.6,12475,16217,464,1432,309,6673
Infiniti,G Sedan,5,automatic,46,G Sedan,3.7,17490,26238,319,1625,332,4213
Ford,Taurus,5,automatic,41,Sedan,4.5,9755,12270,233,1785,386,5921
Infiniti,G Sedan,5,automatic,70,G Sedan,4.8,14716,19804,474,2749,340,6093
Honda,Pilot,7,automatic,78,SUV,5.0,15625,20326,198,2461,240,5444
Honda,Pilot,7,automatic,42,SUV,5.0,19851,24252,304,2258,350,4002
Honda,Accord,5,automatic,60,Sedan,4.1,11684,16121,359,1700,228,5826
Honda,Pilot,7,automatic,67,SUV,3.9,19701,30718,191,2571,120,5402
Ford,Taurus,5,automatic,80,Sedan,3.9,9334,13936,319,3843,120,6012
Hyundai,Sonata,5,automatic,49,Sedan,4.1,11505,15648,269,1598,256,4181
Ford,Fusion,5,automatic,46,Sedan,4.3,10200,15584,462,2316,117,5866
Honda,Civic,5,automatic,52,Sedan,3.8,8154,10798,175,2427,242,5932
Honda,Pilot,7,automatic,51,SUV,5.0,20594,25151,484,3055,134,5112
Infiniti,G Coupe,5,automatic,72,G Coupe,3.7,20683,27489,331,2182,272,5964
Ford,Fusion,5,Manual,47,Sedan,5.0,6900,10898,239,1609,345,6133
Honda,Civic,5,automatic,64,Sedan,4.2,9274,11377,437,2736,340,4299
Hyundai,Sonata Hybrid,5,automatic,56,Sedan,4.5,15554,19241,237,3845,222,4145
Hyundai,Genesis,5,automatic,40,Sedan,4.5,17030,23931,332,1514,324,4775
Hyundai,Tucson,7,automatic,71,SUV,4.7,11322,14748,192,3195,144,5564
Infiniti,G Convertible,5,automatic,70,G Convertible,4.0,23966,27627,364,2232,139,6534
Ford,Mustang,5,automatic,76,Coupe,4.8,11149,12833,137,3477,356,4310
Ford,Fusion,5,automatic,63,Sedan,3.9,10472,13745,143,3501,330,6743
Honda,Odyssey,5,Manual,48,Minivan,3.8,18991,24691,215,1655,156,6004
Honda,Accord,5,automatic,43,Sedan,3.8,12496,17153,339,2133,354,4008
Honda,Pilot,7,automatic,48,SUV,5.0,15111,20920,335,1764,238,4691
Honda,Accord,5,automatic,61,Sedan,4.4,12634,15140,435,3566,175,4477
Honda,Pilot,7,automatic,80,SUV,3.5,20674,29689,121,1903,123,5606
Honda,Accord,5,automatic,47,Sedan,4.6,11818,15687,217,2790,337,5430
Hyundai,Sonata,5,automatic,51,Sedan,4.7,10444,14703,293,1973,242,6794
Infiniti,G Sedan,5,automatic,46,G Sedan,4.0,17410,21187,127,2647,164,6374
Ford,Fusion,5,automatic,54,Sedan,3.6,10177,13466,297,1265,384,4560
Ford,Fusion,5,automatic,62,Sedan,4.3,8122,11397,216,3981,155,5868
Honda,Accord,5,automatic,53,Sedan,3.7,12257,17139,213,3972,156,5561
Hyundai,Sonata,5,automatic,73,Sedan,3.9,11301,14742,418,2213,327,5668
Ford,Fusion,5,automatic,70,Sedan,4.7,8224,9903,140,1442,251,4626
Ford,Mustang,5,automatic,55,Convertible,4.8,9732,12177,442,1533,240,5022
Hyundai,Genesis,5,automatic,43,Sedan,4.3,11208,15494,349,1833,221,4185
Infiniti,G Sedan,5,automatic,58,G Sedan,4.5,18663,25633,163,3232,317,5697
Honda,Pilot,7,automatic,43,SUV,4.0,20424,30728,492,3551,386,5367
Hyundai,Sonata,5,automatic,80,Sedan,3.6,13180,18114,442,3836,356,5354
Ford,Mustang,5,automatic,76,Coupe,4.0,12382,16888,157,3058,135,6604
Honda,Accord,5,automatic,74,Sedan,4.0,14690,17373,191,2323,209,5243
Ford,Mustang,5,Automatic,75,Convertible,4.2,17543,26903,149,3287,339,6418
Hyundai,Accent,5,automatic,54,Sedan,3.7,7513,8516,156,3574,107,4412
